,text,date,city,state
195,@mariawsyx6 I just saw your announcement and as a breast cancer survivor...thank you for sharing! You are a warrior… https://t.co/5cZ3AMbRX2,Sun May 26 12:00:45 +0000 2019,Columbus,OH
196,He got killed with a 38 but was online with a Draco.,Sun May 26 12:00:45 +0000 2019,Culver City,CA
197,@scott_esbensen Good suggestion 👊🏻💥,Sun May 26 12:00:46 +0000 2019,Lexington,SC
198,I feel bad for Theresa May.,Sun May 26 12:00:46 +0000 2019,Indianapolis,IN
199,Inexpensive Refrigerator repair services in #SanDiego https://t.co/waOcyukAv7,Sun May 26 12:00:46 +0000 2019,San Diego,CA
200,@peggychinn Congratulations 🍾🎊🎈🎉 Peggy!!,Sun May 26 12:00:47 +0000 2019,Alamo Heights,TX
201,Emoji*,Sun May 26 12:00:47 +0000 2019,Gramercy,LA
202,"lmaooo, y’all know im silly😂😂 https://t.co/bsxqxBKNCf",Sun May 26 12:00:47 +0000 2019,Houma,LA
203,ONE MORE MFN HOUR!!!!!!!!  ready to be off,Sun May 26 12:00:48 +0000 2019,Georgetown,DE
204,"@Evan_P_Grant My deepest condolences, Evan.",Sun May 26 12:00:48 +0000 2019,Watauga,TX
205,There’s an 🦉 that sits outside my window.. this mf is loud.. 🤦🏽‍♀️,Sun May 26 12:00:48 +0000 2019,St Charles,MD
206,"The full crew. #STP #Indy500 #Indy #IMS #ThisIsMay @ Speedway, Indiana https://t.co/zbqLakv3Ux",Sun May 26 12:00:48 +0000 2019,Speedway,IN
207,@rshanea722 @iamlaurenp Bless,Sun May 26 12:00:48 +0000 2019,Brooklyn,NY
208,@SenSchumer @realDonaldTrump You have done nothing for this nation in your entire tenure except kill the economy an… https://t.co/CeR06z0vQC,Sun May 26 12:00:49 +0000 2019,Hostetter,PA
209,https://t.co/wqOG4xFbik,Sun May 26 12:00:49 +0000 2019,Las Vegas,NV
210,@DavidCornDC @realDonaldTrump I agree sir https://t.co/ma17tPHKa4,Sun May 26 12:00:49 +0000 2019,Plano,TX
211,Being artsy is easiest in the middle of the night bc i dont have anyone to talk to,Sun May 26 12:00:50 +0000 2019,Cherry Hill,VA
212,@oliviarosemil omg...... it really isnt march is it KSJDJSKAKAKKAJD,Sun May 26 12:00:50 +0000 2019,Nashville,TN
213,@Danie1607 @Manni_syd @JamesDeLong4G @ImabitcSumtimes @MaryBernstein14 @sianetta @bartmckinley @SassyT_Joy… https://t.co/gZo6Kbx1Wh,Sun May 26 12:00:50 +0000 2019,Houston,TX
214,just slept for 12 hours who let me,Sun May 26 12:00:50 +0000 2019,Beaumont,TX
215,"This random Spanish lady sat next to me while we wait to board our flight. She says to me, ""you look safe, I sit he… https://t.co/Vmv6lgaAIu",Sun May 26 12:00:50 +0000 2019,Columbus,OH
216,@ajmitchell the ptsd really bites doesn’t it I felt that,Sun May 26 12:00:51 +0000 2019,Lakeland,FL
217,@Dalia30 @YasserEljuboori @hamada68540582 @sadiqbahlool @Ezaraezara20001 @SalahAlarbawi @last_knights_iq… https://t.co/nY9O8xNHBf,Sun May 26 12:00:51 +0000 2019,Brooklyn,NY
218,@Thatkidd_Phil *screams*,Sun May 26 12:00:52 +0000 2019,Boston,MA
219,@amy_noakes @LiamArchitect @ourrachblogs @reidconnord 😱😱😱😱😱😱💥💥💥💥💥💥😂😂😂😂😂😂😂😂,Sun May 26 12:00:52 +0000 2019,Pooler,GA
220,"@EwaGoszczynska I'm really proud off you. 
You really are a powerful woman that's that I love. You can keep up with me 😉😂🤣😇💪",Sun May 26 12:00:52 +0000 2019,Minillas,SA
221,Everyone won’t meet your criteria but you won’t meet everyone’s criteria either 🤷🏽‍♀️,Sun May 26 12:00:53 +0000 2019,Verona,MS
222,สภาไทยหน้าอายชห.555555,Sun May 26 12:00:53 +0000 2019,Manchester,NH
223,Man i been watching you do makeup since Day One 😭😭 why do females keep trying you sis,Sun May 26 12:00:53 +0000 2019,Durham,NC
224,@RealOmarNavarro @Jenna_Blum @realDonaldTrump @POTUS Keep digging that hole deeper.,Sun May 26 12:00:53 +0000 2019,Somerville,MA
225,"And another night goes by, goodnight world🙏🏼",Sun May 26 12:00:53 +0000 2019,Mesa,AZ
226,BOGO on all Ballyhoo! Thru the end of Memorial Day… https://t.co/YlwzK00j3p,Sun May 26 12:00:53 +0000 2019,Pompano Beach,FL
227,@BleacherReport Toronto is starving for that championship !!,Sun May 26 12:00:53 +0000 2019,Myrtle Beach,SC
228,Won a hundred on that game last night,Sun May 26 12:00:54 +0000 2019,Bronx,NY
229,@TmSouthFlorida https://t.co/3p5jJvYRAn,Sun May 26 12:00:54 +0000 2019,Williamsburg,OH
230,https://t.co/O2TSLfdGg3,Sun May 26 12:00:53 +0000 2019,Tigard,OR
231,@ESPNMcGee Goonga Galunga,Sun May 26 12:00:54 +0000 2019,Highland Lakes,AL
232,@Andy32797912 Where is a former nfl offensive lineman when you need them?!?!,Sun May 26 12:00:54 +0000 2019,Land O' Lakes,FL
233,@agcia87 @OKTulsaTimes2 @peterbakernyt @KellyannePolls 😂😂😂😂😂😂😂😂😂😂😂😂 your good! Good morning 🤗,Sun May 26 12:00:54 +0000 2019,Manhattan,NY
234,Don’t know what to call it but I like it,Sun May 26 12:00:54 +0000 2019,Houston,TX
235,@EllieHutchison You've piqued my curiosity to know more about what aspects of worship music lyrics you disagree with?,Sun May 26 12:00:54 +0000 2019,Grand Rapids,MI
236,The forecast for today is mostly cloudy throughout the day. 87ºF/67ºF. Sweet! #FrederickMD #mdWX,Sun May 26 12:00:55 +0000 2019,Frederick,MD
237,@domesticworkers @pwcscorg @UCLA @CasaFreehold,Sun May 26 12:00:55 +0000 2019,Jerseyville,NJ
238,Good morning Freaks👅☀️ I hope y’all had a good night... Tell me what y’all did 👀😂,Sun May 26 12:00:55 +0000 2019,South Kensington,MD
239,This Saturday couldn't get here any faster,Sun May 26 12:00:55 +0000 2019,Ypsilanti,MI
240,Much like that time I rediscovered my lust for chimichangas after quitting my diet. #empathy  https://t.co/faETvEC5t4,Sun May 26 12:00:56 +0000 2019,Phoenix,AZ
241,"Quick stop running between campuses. (@ Starbucks in Lafayette, IN) https://t.co/1jh0e0XDZ4",Sun May 26 12:00:56 +0000 2019,Lafayette,IN
242,😂😂😂😂😂😂😂😂,Sun May 26 12:00:56 +0000 2019,Scott Lake,FL
243,#iufb #Hoosiers Countdown to 2019 IUFB Kickoff: 97 Days (Tramar Reece)  https://t.co/gnnrdOJFb9,Sun May 26 12:00:56 +0000 2019,Indianapolis,IN
244,"Every opportunity I get, I love to help strengthen and empower my sistas. Make sure to register and attend this pow… https://t.co/xgf0WXqwK9",Sun May 26 12:00:56 +0000 2019,Temple Hills,MD
245,A thread ~ https://t.co/JDwMtfkoY5,Sun May 26 12:00:56 +0000 2019,Tulsa,OK
246,"⚽️🍺Ikebana FC | Live Match Soccer Schedules | #IkebanaSushiBars Guaynabo🍺⚽️

¡Disfruta de todos los partidos de las… https://t.co/1WfRQaBcgD",Sun May 26 12:00:56 +0000 2019,Sabana Seca,SA
247,@sfcaponte1 @Pilar123ED Amén,Sun May 26 12:00:57 +0000 2019,Cuevas,co
248,"🇫🇷🥖Sorry @scottdixon9 ... we’ll do whatever it takes to try to win the #Indy500! Poppy has perfect French, thanks f… https://t.co/Wn4puQWms6",Sun May 26 12:00:56 +0000 2019,Indianapolis,IN
249,"Gore N More: Episode 20 - Discussion With Joe Gallow, Tofer Wescott, and Cory Coffman  https://t.co/ayuHlJB7uk",Sun May 26 12:00:56 +0000 2019,Manhattan,NY
250,"Gore N More: Episode 20 - Discussion With Joe Gallow, Tofer Wescott, and Cory Coffman  https://t.co/ayuHlJB7uk",Sun May 26 12:00:56 +0000 2019,Manhattan,NY
251,@HokiePugs @hokiesmash_ASD @Bshenk15 @NotRyanAdams @Mr_whistlepig Bahaha https://t.co/wpMgHSvZlQ,Sun May 26 12:00:57 +0000 2019,Hilton Head Island,SC
252,"@AuthorViviana @TanQboy @nyambol Most animals require to entertainment, even it is by simply surviving in the wild.… https://t.co/uR8wd53Chy",Sun May 26 12:00:57 +0000 2019,Manhattan,NY
253,We ain’t going back to being broke no more!,Sun May 26 12:00:58 +0000 2019,New Orleans,LA
254,Drinking a Black Leather Jacket by @AssClownBrewing @ Savage House — https://t.co/UxmZCHKKok,Sun May 26 12:00:58 +0000 2019,Charlotte,NC
255,@Bkid1995 thanks for the follow. From Cbus. Lived there 48 years,Sun May 26 12:00:58 +0000 2019,Largo,FL
256,Eyes on Patriots... soul astray alert,Sun May 26 12:00:59 +0000 2019,Tuckahoe,VA
257,@Zach02719910 @hallfans1 I like them all...they’re #TooSweet,Sun May 26 12:00:59 +0000 2019,Holland,OH
258,"@killerflash2 They only do everything because bron left. 

Look who he took to the finals last year",Sun May 26 12:00:59 +0000 2019,Philadelphia,PA
259,@realDonaldTrump Hummm Meddling in another country’s politics again.,Sun May 26 12:00:59 +0000 2019,Gainesville,FL
260,"@danibogoricin HBO: True Detective and The Inventor: Out for Blood in Silicon Valley.

Amzn Prime: Electric Dreams… https://t.co/k4yRWCzw3j",Sun May 26 12:00:59 +0000 2019,Clermont,FL
261,@NDFootball @DTranquill That what's up baller! Best wishes in the League and you and your fam stay blessed! Go Irish!,Sun May 26 12:01:00 +0000 2019,Georgetown,IN
262,"And Walsh was better than Aikman -
#SkipBayless card was pulled years ago!!
#MemoryCheck",Sun May 26 12:01:00 +0000 2019,Fayetteville,NC
263,@remhive @theestallion $$$,Sun May 26 12:01:00 +0000 2019,Dayton,OH
264,Flying back home. Too early for all this. @ San Antonio International Airport https://t.co/zMNHZQOWZH,Sun May 26 12:01:00 +0000 2019,San Antonio,TX
265,Racism is worse now than ever as a wealthy and upwardly mobile black class arises out of the dust! Whites r fearful… https://t.co/niqhrlNXF7,Sun May 26 12:01:00 +0000 2019,Plantation,FL
266,@WatchJRoss Does this convince him to stay? Or attract some other pieces? #KingInTheNorth,Sun May 26 12:01:00 +0000 2019,Portsmouth,VA
267,Jimin Stans yall good https://t.co/7MyanpLYoD,Sun May 26 12:01:00 +0000 2019,Miami,FL
268,@Drake you a bitch,Sun May 26 12:01:00 +0000 2019,Kenosha,WI
269,Good morning ☀️💗,Sun May 26 12:01:01 +0000 2019,Tewksbury,MA
270,Oh jk didnt realize it was 8 am yikes,Sun May 26 12:01:01 +0000 2019,Cherry Hill,VA
271,"@cristiancrespoj Mi amigo sinceramente ya no creo que Guaido sea la solución en Venezuela, o es un infiltrado o es… https://t.co/LIpG9RdXoy",Sun May 26 12:01:01 +0000 2019,Miami Shores,FL
272,Jokes aside deja de escuchar lo que estás escuchando y escucha música real https://t.co/fD40E2EeMA,Sun May 26 12:01:01 +0000 2019,Cataño,co
273,"See our latest #FortWayne, IN job and click to apply: Warrior Integration Program - https://t.co/SbQ0tzEru6 #Government",Sun May 26 12:01:02 +0000 2019,Fort Wayne,IN
274,Thank the lord I don’t have school tomorrow,Sun May 26 12:01:02 +0000 2019,Oregon City,OR
275,@cspanwj Note to Trumpers:  You will pay this and many other taxes and fees thanks to TaxScam.  Did you think Trump… https://t.co/ShkIwrRbch,Sun May 26 12:01:02 +0000 2019,Martinez,CA
276,Bro I’m not even surprised 😂😂😂 I see this shit all the time on Garey 😂,Sun May 26 12:01:02 +0000 2019,Pomona,CA
277,"@DrMariLuzGenao 
#LIRSETASC",Sun May 26 12:01:02 +0000 2019,Riverhead,NY
278,@Dr_Smoothe Thank you Sir 🧚🏻‍♀️🔥🔥,Sun May 26 12:01:02 +0000 2019,Miramar Beach,FL
279,"@southbaytrading Thanks for being a judgmental fella though, people love that ☺️ HAVE A GREAT DAY KIND SOUL.",Sun May 26 12:01:02 +0000 2019,Paradise,NV
280,"Instead of your shame you will receive a double portion, and instead of disgrace you will rejoice in your inheritan… https://t.co/24tR9AV23I",Sun May 26 12:01:02 +0000 2019,Raleigh,NC
281,Allingtown CT Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 81 TONIGHT Chance Of T-Storm Lo 60,Sun May 26 12:01:02 +0000 2019,West Haven,CT
282,@SafetyPinDaily Facebook and Fox News are the same thing.,Sun May 26 12:01:03 +0000 2019,West Palm Beach,FL
283,Final grades lookin good as hell,Sun May 26 12:01:03 +0000 2019,Oakland,CA
284,Watch Barry on HBO,Sun May 26 12:01:04 +0000 2019,Houston,TX
285,@el_be_training https://t.co/B7MmGsNoL4,Sun May 26 12:01:04 +0000 2019,Sheboygan,WI
286,HOY ES UN BUEN DIA PARA VENIR A LA IGLESIA. https://t.co/Y7kxbyxYmO,Sun May 26 12:01:04 +0000 2019,Houston,TX
287,"Four robin's egg blue eggs
In the nest in the fake pine tree
Next to the door 
Where I take my bicycle 
In and out… https://t.co/qcNk8Oc76b",Sun May 26 12:01:05 +0000 2019,Colchester,VT
288,@bts2cents i didn’t even see this because i really did get off akkdkd,Sun May 26 12:01:06 +0000 2019,Garner,NC
289,@WharfWildwood #PaulMooreBand Plays at 5 pm today at The Wharf... c’mon out and enjoy great food and drink whilst t… https://t.co/qfrIFem65b,Sun May 26 12:01:06 +0000 2019,Phoenixville,PA
290,Check out Vic Savage's video! #TikTok https://t.co/HEWJHk8ror,Sun May 26 12:01:06 +0000 2019,Elk Plain,WA
291,Quintasia finished 19th in the triple jump and John Milcic 15th in the 110’s,Sun May 26 12:01:06 +0000 2019,Mount Lebanon,PA
292,@DrugstorCowboy @kylegriffin1 @oufenix He's brain dead....,Sun May 26 12:01:06 +0000 2019,Clifton,NJ
293,@BENJAYLATREZ Cornballs,Sun May 26 12:01:05 +0000 2019,Chillum,MD
294,😥😂😂,Sun May 26 12:01:06 +0000 2019,Manhattan,NY
295,Hard to argue against this statement.,Sun May 26 12:01:06 +0000 2019,Lakewood,WA
296,@annikxa southern highlands,Sun May 26 12:01:07 +0000 2019,Enterprise,NV
297,Hartford CT Sun May 26th AM Forecast: TODAY Clearing Hi 89 TONIGHT Partly Cloudy Lo 55,Sun May 26 12:01:07 +0000 2019,Hartford,CT
298,Grateful,Sun May 26 12:01:07 +0000 2019,Washington,DC
299,Up with the sun,Sun May 26 12:01:07 +0000 2019,Big Bear Lake,CA
300,"In happier game show items... Wednesday nights are gonna be lit, as the kids would say.",Sun May 26 12:01:07 +0000 2019,Miami,FL
301,Manchester CT Sun May 26th AM Forecast: TODAY Clearing Hi 89 TONIGHT Partly Cloudy Lo 55,Sun May 26 12:01:08 +0000 2019,Manchester,CT
302,@GeminiMom @dancindoti That is sad!! Can anyone imagine a world without music? I can't,Sun May 26 12:01:08 +0000 2019,Newmanstown,PA
303,@Franklin_Graham @POTUS @realDonaldTrump I'm joining. I to pray for him and his family for safety and wisdom. There… https://t.co/96fSulbDRk,Sun May 26 12:01:06 +0000 2019,Lakemore,OH
304,Milford CT Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 85 TONIGHT Chance Of T-Storm Lo 59,Sun May 26 12:01:08 +0000 2019,Milford,CT
305,@craftbeerjoe And we expect a full report!,Sun May 26 12:01:09 +0000 2019,Beckett Ridge,OH
306,New Haven CT Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 85 TONIGHT Chance Of T-Storm Lo 59,Sun May 26 12:01:09 +0000 2019,New Haven,CT
307,@cspanwj ENOUGH with the taxes and tariffs. Raise this PATHETIC minimum wage.,Sun May 26 12:01:09 +0000 2019,Sunshine Parkway,FL
308,Wow 😮 You’re #Fucked Not Going To Be #Society Ending No #Money No #Gasoline No #Electricity’s Grids No #Food &amp;… https://t.co/XyTxDBcdpf,Sun May 26 12:01:09 +0000 2019,Beecher,MI
309,#NewProfilePic #LGBTQoftwitter https://t.co/xQ21DKZh0z,Sun May 26 12:01:10 +0000 2019,Indian Trail,NC
310,"#icu👀👁👁👀👁👁👀 #hellosomebody👌🏾✌🏾️💯💯💯✔✔✔✔ @ Montgomery, Alabama https://t.co/sL84AzuDCm",Sun May 26 12:01:11 +0000 2019,Montgomery,AL
311,Raptors have home court advantage in #NBAFinals this is going to be very interesting.,Sun May 26 12:01:11 +0000 2019,Rockville,MD
312,"Want to work at MarineMax? We're hiring in Dania Beach, FL! Click for details: https://t.co/q25utDVp74 #boating #sailing",Sun May 26 12:01:11 +0000 2019,Dania Beach,FL
313,Cutting my bagel will be the most strenuous activity I shall do today,Sun May 26 12:01:11 +0000 2019,Gulf Gate Estates,FL
314,Woke up randomly from my sleep somebody must be up thinking about me,Sun May 26 12:01:11 +0000 2019,Fontana,CA
315,Stamford CT Sun May 26th AM Forecast: TODAY Mostly Sunny Hi 85 TONIGHT Chance Of T-Storm Lo 61,Sun May 26 12:01:11 +0000 2019,Stamford,CT
316,Democrats want those votes...@SenSanders doesn't think they're necessary.,Sun May 26 12:01:11 +0000 2019,Greensburg,PA
317,During divorce imagine that🤔then Lisa told Eric I was dead🤔uhm.... @ Madison Square Townhouses https://t.co/1dlSNMmHzy,Sun May 26 12:01:12 +0000 2019,Florence,AL
318,At 7-Eleven this morning I faced the existential question of whether I should pay for the Skittles I took.,Sun May 26 12:01:12 +0000 2019,Aptos,CA
319,"With a new job, you can expand your skills and grow your career in a variety of ways. Branch Manager - #Allentown,… https://t.co/sicWZV9VgA",Sun May 26 12:01:12 +0000 2019,Allentown,PA
320,Good morning race fans!!! @ Indianapolis Motor Speedway https://t.co/G0CE3cga9z,Sun May 26 12:01:12 +0000 2019,Speedway,IN
321,IGGY USED TO HAVE A CUPS,Sun May 26 12:01:12 +0000 2019,Houston,TX
322,West Haven CT Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 85 TONIGHT Chance Of T-Storm Lo 59,Sun May 26 12:01:12 +0000 2019,West Haven,CT
323,"@nbklynneighbors we deal with hydrocarbons, their fumes as a matter of course. We would love to if we can help.",Sun May 26 12:01:12 +0000 2019,Princeton Junction,NJ
324,Crew of @SpencerPigot rolls in and out of the garage for final inspection before heading to #Indy500 pit. https://t.co/eWarsoS7qV,Sun May 26 12:01:12 +0000 2019,Speedway,IN
325,"#PLEASEstandBY today’s message: stop talking shit &amp; fucking with folks cuz you think they sweet, until they lick yo… https://t.co/bOAWFC7VCl",Sun May 26 12:01:13 +0000 2019,Denton,TX
326,@ajmitchell Still wanna tell you this horror story about a bug the other day dm me it’s crazy you won’t regret it,Sun May 26 12:01:14 +0000 2019,Lakeland,FL
327,Washington DC Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 90 TONIGHT Chance Of T-Storm Lo 69,Sun May 26 12:01:14 +0000 2019,Washington,DC
328,Did something constructive I feel better,Sun May 26 12:01:14 +0000 2019,Las Vegas,NV
329,These last 11 days have been boring @NHLBruins I need you,Sun May 26 12:01:14 +0000 2019,Medford,MA
330,@ultras6p Grande Montero. You will never be forgotten. Socio n 37111 SCP desde Connecticut USA,Sun May 26 12:01:15 +0000 2019,Philadelphia,PA
331,@rudeynudie Dave I love ur body and ur cock! Its like the perfect cock.,Sun May 26 12:01:15 +0000 2019,Charlotte,NC
332,@OutwoodsCat @Rosie_fluffybun Paw waves you 2 cute bunnies:),Sun May 26 12:01:15 +0000 2019,Kansas City,MO
333,Dover DE Sun May 26th AM Forecast: TODAY Chance Of T-Storm Hi 90 TONIGHT Chance Of T-Storm Lo 69,Sun May 26 12:01:15 +0000 2019,Dover,DE
334,"You probably try to come to the hood and sell weed
Thinks it’s all good til you run into some real G’s!",Sun May 26 12:01:16 +0000 2019,Spartanburg,SC
335,"All are invited to pay respects on Memorial Day at various ceremonies in the Wildwoods:
9am Run to Remember@ North… https://t.co/kveS3cwgQf",Sun May 26 12:01:14 +0000 2019,Wildwood,NJ
336,"This is unbelievable cruel, and wholly within the power of the people to fix",Sun May 26 12:01:16 +0000 2019,Chicago,IL
337,"Gd Mrng Lord,
        Today, I declare clarity. May You cancel out overthinking in my thoughts, and give me peace i… https://t.co/4lGHoF7qAz",Sun May 26 12:01:16 +0000 2019,Atlanta,GA
338,@MarkLTomlin @OliverStrawhat @BaltoSpectator @MissAmiaSays @NeilHUSA @jerome_briscoe @Bmorepearl @coverup41215… https://t.co/QA5i1mxj91,Sun May 26 12:01:16 +0000 2019,Baltimore,MD
339,how do i manage to sleep through 10 fucking alarms💆🏻‍♀️ i hate myself lmao,Sun May 26 12:01:17 +0000 2019,Rialto,CA
340,@NBA @Raptors BMF,Sun May 26 12:01:17 +0000 2019,Highland Lakes,AL
