,text,date,city,state
9623,"grandpa ❤️🇺🇸 @ Boardman, Ohio https://t.co/6NWOfEfBk6",Sun May 26 12:33:18 +0000 2019,Boardman,OH
9624,"This is just funny. No matter what party you are for, you can giggle at this.",Sun May 26 12:33:18 +0000 2019,Pikesville,MD
9625,@freshxdesign @Domo_LXXXVI So you're saying the Wizards should try to tank another season away? How'd that work out… https://t.co/thYUlIo7NT,Sun May 26 12:33:18 +0000 2019,Annandale,VA
9626,@thehill Yet it's ok to feature a doctored video from the Presidents personal lawyer mocking an individual member o… https://t.co/MxeVuSNmFa,Sun May 26 12:33:18 +0000 2019,East Providence,RI
9627,If we together don’t speak on me speak to me,Sun May 26 12:33:18 +0000 2019,Columbus,OH
9628,Running and jumping on the Barnyard Jump yesterday. Em had so much fun. She can’t wait to go back and do it again!!… https://t.co/iXpgvw54GO,Sun May 26 12:33:19 +0000 2019,Northbridge,MA
9629,"@Run_Steve__Run 😂😂😂...

“My car stoped because my radiator needed water so I used my miracle water.” 😂😂😂",Sun May 26 12:33:19 +0000 2019,Spartanburg,SC
9630,Straight up though,Sun May 26 12:33:19 +0000 2019,Tallahassee,FL
9631,"Last day smoking today, my money fennah be looking prodigious asf 💰",Sun May 26 12:33:20 +0000 2019,Gulfport,MS
9632,"@ToscaAusten @unscriptedmike Hate had Hillary coughing and falling all over everywhere. 
Hate can kill you...",Sun May 26 12:33:20 +0000 2019,West Norriton,PA
9633,Should #NKOTB take time off for a few years after this tour and make a new album? Maybe get with who helped them on… https://t.co/sHyEPMeO4s,Sun May 26 12:33:21 +0000 2019,Holland,MI
9634,"@CNN Transparent no, but orange yes!",Sun May 26 12:33:21 +0000 2019,Riverdale,IL
9635,This was illegal only Congress should be able to over rule an exective emergency order.,Sun May 26 12:33:21 +0000 2019,Baxter Springs,KS
9636,@Pflax1 @AndreaeDowns He’s literally #MorlockMusk. https://t.co/rcb5yeZZQl,Sun May 26 12:33:21 +0000 2019,Newton,MA
9637,"@DailyMonitor @HEBobiwine @BebeCoolUG Please let's all ignore the dude for not to do so would be like ""casting pear… https://t.co/xgYH4LWWWM",Sun May 26 12:33:21 +0000 2019,Haverhill,MA
9638,#show we did at #macsbar in #lansing #michigan #kieb #ltown #instanew #instagood #instafollow #instapic #goodnight… https://t.co/ITQITkpicn,Sun May 26 12:33:21 +0000 2019,East Lansing,MI
9639,We bored,Sun May 26 12:33:21 +0000 2019,Lake City,FL
9640,@_thestrategist You struggling this morning 😂,Sun May 26 12:33:21 +0000 2019,Chicago,IL
9641,Good luck to the Baseball team today vs MMI in the finals of the PIAA District 2 Class A tournament!,Sun May 26 12:33:21 +0000 2019,Old Forge,PA
9642,@MrsblksantaX @BlkSantaX @BlksantaXxx Love you guys 💙,Sun May 26 12:33:22 +0000 2019,Cape Coral,FL
9643,@taylorswift13 ur so gorgeous 🥺,Sun May 26 12:33:22 +0000 2019,Chicago,IL
9644,@gwen_1124 Same! Girl we are so alike! 😂❤️,Sun May 26 12:33:22 +0000 2019,Pickens,SC
9645,#wordstoliveby,Sun May 26 12:33:22 +0000 2019,Detroit,MI
9646,"good morning brokies, enjoy putting $7.34 in your gas tank today",Sun May 26 12:33:22 +0000 2019,St Louis,MO
9647,Incident on #MontaukBranch EB from Jamaica Station to Montauk Station https://t.co/2fIsvxXBSc,Sun May 26 12:33:22 +0000 2019,Queens,NY
9648,1 years old and do better than grown ass white people 😂,Sun May 26 12:33:22 +0000 2019,Washington,DC
9649,@KevinRahm @KevinSussman Is canoodling like spooning? #noodleporn,Sun May 26 12:33:23 +0000 2019,Clovis,NM
9650,@asuave_bignigga ❤️🙏🏽Happy Birthday Beautiful 💪🏽,Sun May 26 12:33:23 +0000 2019,Bronx,NY
9651,😂😂😂😂😂😂,Sun May 26 12:33:23 +0000 2019,Nashville,TN
9652,Incident on #MontaukBranch EB from Jamaica Station to Montauk Station https://t.co/lUZAE4xvUS,Sun May 26 12:33:23 +0000 2019,Queens,NY
9653,BIG NAMES ARE ON THEIR WAY TO PRISON AFTER TRUMP RELEASED THIS FINAL ANN... https://t.co/70F9xLQXaG via @YouTube,Sun May 26 12:33:23 +0000 2019,Cape Canaveral,FL
9654,Interesting Read as we reflect on this year and prepare for next,Sun May 26 12:33:23 +0000 2019,Angola,IN
9655,@PaulPronovost  NO PAPER.....DO YOUR JOB !!!,Sun May 26 12:33:24 +0000 2019,Barnstable Town,MA
9656,@toosmileyforyou 😂,Sun May 26 12:33:24 +0000 2019,Arbutus,MD
9657,"Nobody: 

Me all Summer: https://t.co/QOLEuiPzy7",Sun May 26 12:33:23 +0000 2019,Washington,DC
9658,How the Bruins used social media as a bonding technique https://t.co/VCWoHUIONL via @BostonDotCom,Sun May 26 12:33:24 +0000 2019,Sudbury,MA
9659,@Nellification They are trying to puzzle it out. Perse keeps sniffing and trying to tentatively touch them with her… https://t.co/AWQkWKYDw1,Sun May 26 12:33:24 +0000 2019,Greensburg,PA
9660,@tyler_casper Because Twitter doesn’t like what we say and they change it.  Sometimes it takes 4-5 retypes to get it back to my choice,Sun May 26 12:33:24 +0000 2019,Islamorada,FL
9661,Luv Scars,Sun May 26 12:33:24 +0000 2019,Coatesville,PA
9662,@realDonaldTrump Hate crimes up since you were elected,Sun May 26 12:33:25 +0000 2019,Philadelphia,PA
9663,at 6am too 😂 why is this me??!,Sun May 26 12:33:25 +0000 2019,Belle Isle,FL
9664,@SrdjanR2019 @SoldierOneEaODG @Lance52919693 @pamfoundation No? Then what would you report for? A picture of a rifle? GTFO.,Sun May 26 12:33:25 +0000 2019,Plainfield,IL
9665,I had a dream I ran Atlanta,Sun May 26 12:33:25 +0000 2019,Orlando,FL
9666,@RealOmarNavarro @Jenna_Blum @realDonaldTrump @POTUS AMERICAN CITIZENS SUPPORT YOU AGAINST WATERS!!! SHE BAS TO GO,Sun May 26 12:33:25 +0000 2019,Niagara Falls,NY
9667,https://t.co/QIwFQRtOSZ,Sun May 26 12:33:25 +0000 2019,Enochville,NC
9668,lmaaooooo oh nawww,Sun May 26 12:33:26 +0000 2019,Irving,TX
9669,Hey good looking https://t.co/cVF2UeFSER,Sun May 26 12:33:26 +0000 2019,East Orange,NJ
9670,i'm hurt about the bucks 😭,Sun May 26 12:33:26 +0000 2019,Lancaster,PA
9671,The same people who shit in port-o-potty are the ones who were walked on leashes as a child.,Sun May 26 12:33:26 +0000 2019,Speedway,IN
9672,@marklevinshow Rickles almost total projection.,Sun May 26 12:33:26 +0000 2019,Baltimore,MD
9673,@Maya_eclat いい夕食ですねえ,Sun May 26 12:33:27 +0000 2019,Manhattan,NY
9674,"@catchdacurve Me: I’m ready to chat when you are.

Him: I talked to my therapist. I’m good.    

Me: https://t.co/IGRNorp2lG",Sun May 26 12:33:26 +0000 2019,Manhattan,NY
9675,Do not take my time or energy for granted!,Sun May 26 12:33:28 +0000 2019,Manhattan,NY
9676,"I'm at United Nations - @un in New York, NY https://t.co/XTvZJxF3tN https://t.co/xB3mTyIREh",Sun May 26 12:33:27 +0000 2019,Manhattan,NY
9677,"💙HAMPTONS COLLECTION💙
💙NEW ARRIVAL AT OUR ONLINE STORE and atemponewyork💙
💙Cornflower metallic brocade tailored sho… https://t.co/C0FzYZTBMu",Sun May 26 12:33:28 +0000 2019,Manhattan,NY
9678,Can you recommend anyone for this job? Full Time Day Custodian - Renaissance Charter School Coral Springs -… https://t.co/0NajpWqRlz,Sun May 26 12:33:28 +0000 2019,Coral Springs,FL
9679,Kkkkk,Sun May 26 12:33:28 +0000 2019,Lowell,MA
9680,Oh! I see a little Jump bikes now.,Sun May 26 12:33:28 +0000 2019,Bronx,NY
9681,@afrikanxarab https://t.co/ZUyCvRpvoe,Sun May 26 12:33:28 +0000 2019,Portland,OR
9682,T’D,Sun May 26 12:33:29 +0000 2019,Atlanta,GA
9683,"America Is In Full Employment, So Why Aren't We Celebrating? https://t.co/W6HgQnqyk4 via @NPR",Sun May 26 12:33:29 +0000 2019,South Riding,VA
9684,Two classes that should be taught prior to college: ethics and predatory practices.  Seems to me these are missing… https://t.co/0tBKU3XLvr,Sun May 26 12:33:29 +0000 2019,Northview,MI
9685,Still cant get a full 8 hours,Sun May 26 12:33:29 +0000 2019,Lenexa,KS
9686,Because they’re big 😍a rad a#of lip gloss &amp; boom perfection,Sun May 26 12:33:29 +0000 2019,Gramercy,LA
9687,@chelle_thrasher @b_sullivan704 @RitaJ2011 @MoRandolph130 @19531923 @DavidOcasio3 @ToshLS @KSSusieQ @Sharpinsky… https://t.co/b3Vve3qGY1,Sun May 26 12:33:29 +0000 2019,Enterprise,NV
9688,@SirPatStew @IanMcKellen @sunnyozell @vonpamerphoto Happy birthday.  Hope i can look that uoun when i am 80,Sun May 26 12:33:30 +0000 2019,Lakeville,MN
9689,I will not b no goofy. For sure,Sun May 26 12:33:30 +0000 2019,Toledo,OH
9690,He was defending himself tbh,Sun May 26 12:33:30 +0000 2019,Washington,DC
9691,"Without speaking a word prior, the Amtrak conductor checked my ticket, looked at my name, and said, ""Terry -- that's to the point."" 
#Amtrak",Sun May 26 12:33:30 +0000 2019,Manhattan,NY
9692,@JodecoLikesSoda No! They can buy it if they want,Sun May 26 12:33:30 +0000 2019,Bellview,FL
9693,https://t.co/f1VT0v2rma,Sun May 26 12:33:31 +0000 2019,San Diego,CA
9694,"@allenba77 I hope you find relief, Allen 🙏🏻",Sun May 26 12:33:31 +0000 2019,Marlborough,MA
9695,"@gingerbanks1 @Firecrackers_ Honestly that’s the cutest as well as the sexiest way I’ve ever seen a tied tied, I ho… https://t.co/5XarfQIjvN",Sun May 26 12:33:31 +0000 2019,Carlsbad,NM
9696,Skyline sundown. @ Domino Park https://t.co/PfnoJKeide,Sun May 26 12:33:31 +0000 2019,Brooklyn,NY
9697,Love this.,Sun May 26 12:33:31 +0000 2019,Hendersonville,TN
9698,@DabNazi Close enough lol,Sun May 26 12:33:31 +0000 2019,Roseville,MI
9699,@Mom0U812,Sun May 26 12:33:32 +0000 2019,Coral Springs,FL
9700,@AnthonyLMariani Sydney Falco,Sun May 26 12:33:32 +0000 2019,Gambier,OH
9701,@JamelHerring is a world champion let’s goooo!,Sun May 26 12:33:32 +0000 2019,North Haven,CT
9702,Yesterday was amazing! Got to take a selfie with voice actor Michaela Dietz aka Amethyst from #StevenUniverse at mo… https://t.co/yQIRy8p2gz,Sun May 26 12:33:32 +0000 2019,Columbus,GA
9703,Honoring our fallen heroes today out at Abraham Lincoln   national cemetery. A remarkably peaceful place. Everyone… https://t.co/4TxZ5CXcxR,Sun May 26 12:33:33 +0000 2019,McHenry,IL
9704,Go back to your shit hole country,Sun May 26 12:33:33 +0000 2019,Bronx,NY
9705,"@Noahbierman Aren't there more important things to do? Like, running the country? Sumo wrestling__please.",Sun May 26 12:33:34 +0000 2019,Manhattan,NY
9706,@__adeolu Lmaoo,Sun May 26 12:33:34 +0000 2019,Arbutus,MD
9707,This is a money shot,Sun May 26 12:33:34 +0000 2019,Queens,NY
9708,Yes tf I do 😍😝💦,Sun May 26 12:33:34 +0000 2019,Bronx,NY
9709,"Happy Sunday!
What I tell you in the dark, speak in the light. What you hear in a whisper, Proclaim on the Housetop… https://t.co/vPEGsH82f7",Sun May 26 12:33:33 +0000 2019,Nashville,TN
9710,Another nice day this weekend! ☀️ 🙏 https://t.co/ctlfO1s4k9,Sun May 26 12:33:34 +0000 2019,Brigantine,NJ
9711,😍,Sun May 26 12:33:34 +0000 2019,Boonsboro,MD
9712,@kyloverrr I enjoy tan lines on an ass like yours,Sun May 26 12:33:34 +0000 2019,Plano,TX
9713,@fisherofmeh This is beautiful and powerful. Thanks for sharing,Sun May 26 12:33:34 +0000 2019,Elkton,MD
9714,@ComfortablySmug God Bless you.,Sun May 26 12:33:34 +0000 2019,Sterling Heights,MI
9715,@LauraPausini https://t.co/BJPBBEHkRr,Sun May 26 12:33:34 +0000 2019,Fountainebleau,FL
9716,หามีเวลามาเยี่ยมบ้านนาบ้างเน้อพี่เน๊อ https://t.co/v6JeOAdDY1,Sun May 26 12:33:34 +0000 2019,North Myrtle Beach,SC
9717,"Excited to announce we are just $804.00 away from reaching $50,000.00 for our Annie Armstrong Easter Offering!!!!… https://t.co/df7T80pWqr",Sun May 26 12:33:35 +0000 2019,Athens,AL
9718,I drunk cried for like the first time at the bar last night and idk how you bitches do it all the time that shits exhausting,Sun May 26 12:33:35 +0000 2019,Williamsport,PA
9719,❤️ @lilyachty https://t.co/bSFjWcH40i,Sun May 26 12:33:34 +0000 2019,Chicago,IL
9720,Best Things to Do Memorial Day Weekend 2019 in DC | https://t.co/1QI5FjUWDB | https://t.co/9LuXKiyfpY,Sun May 26 12:33:35 +0000 2019,Washington,DC
9721,"#stuntingonmydaddy💵💳💰💱 @ Montgomery, Alabama https://t.co/nr78eSud9T",Sun May 26 12:33:35 +0000 2019,Montgomery,AL
9722,@DNietoMrs @4oceanBracelets Where can I buy these ?!?!,Sun May 26 12:33:35 +0000 2019,Elkhart,IN
9723,it feels like at least once a day i find out that an actor is actually british,Sun May 26 12:33:36 +0000 2019,West Bloomfield Township,MI
9724,@shimkoongie SHUT UP SUIZIE,Sun May 26 12:33:36 +0000 2019,Hampton Bays,NY
9725,It is 8am.. why am I being bothered this early lmfaooo,Sun May 26 12:33:36 +0000 2019,Greenbelt,MD
9726,And his hairless head.,Sun May 26 12:33:36 +0000 2019,Aventura,FL
9727,"Want to work in #Franklin, KY? View our latest opening: https://t.co/QAGb8Zy9zB #Maintenance",Sun May 26 12:33:36 +0000 2019,Franklin,KY
9728,@_memorable2 @lynchem1 Too cute 😍,Sun May 26 12:33:36 +0000 2019,Kenwood,OH
9729,"@NPurkeypile No. We weren’t planning on staying long but I do have plans to return for a weekend, so hopefully then.",Sun May 26 12:33:36 +0000 2019,Point Pleasant,WV
9730,"Career tip for landing jobs like ""Mechanic"" in #Holland, OH. Go on informational interviews. The best way to get a… https://t.co/wcDq9utYdC",Sun May 26 12:33:36 +0000 2019,Holland,OH
9731,"@romizanellato Nunca chocotorta, no hace falta.",Sun May 26 12:33:37 +0000 2019,Boston,MA
9732,"June 2nd @ 6pm go follow @CityOfRefuge_la 

Video Credit : @iamgraphix @ Brooklyn, New York https://t.co/E8i2Uce70l",Sun May 26 12:33:37 +0000 2019,Brooklyn,NY
9733,"I don’t think he gets the group right. It’s not “black entertainers,” it’s rappers like him. There’s no way Will Sm… https://t.co/WkBvKRRneP",Sun May 26 12:33:37 +0000 2019,Danbury,CT
9734,@joshwgoodson Because you are never petty with your tweets?,Sun May 26 12:33:37 +0000 2019,Raleigh,NC
9735,"mom- what do you feel like eating tonight 

me- chicken alfredo

mom- do i look white to you

me- ngl yeah",Sun May 26 12:33:37 +0000 2019,Arkansas City,KS
9736,#SundayThoughts Learn Spanish with https://t.co/dazMpcr4Y7  🔛 Pick your candidate NOW - Don't follow the poisonous… https://t.co/JyrGNK8zGh,Sun May 26 12:33:37 +0000 2019,Phoenix,AZ
9737,@ms_tarrie @ChristiWalling @pratoshnivedita @DansoyGomez @jill_magnussen @anita07710832 @BabyGo2014 @gerrinnesmac… https://t.co/qwLzowBn8t,Sun May 26 12:33:38 +0000 2019,Hagerstown,MD
9738,"@DailyCaller Lets have a CARBON TAX TO MAKE ENERGY UNAFFORDABLE, let's give money away all over the world to save t… https://t.co/R6XShNHVmf",Sun May 26 12:33:38 +0000 2019,Denton,TX
9739,@NinaWest Good morning to you,Sun May 26 12:33:38 +0000 2019,Richland Hills,TX
9740,@SKYBABE37 Dropped 4 straight....... no adjustments,Sun May 26 12:33:39 +0000 2019,Atlanta,GA
9741,@Realseant @BurtonMonacoLuv @ScottBaio The conclusion in the end was that the Trump campaign was to disorganized to… https://t.co/hc6MaL1sKA,Sun May 26 12:33:39 +0000 2019,Port Jervis,NY
9742,@LolaRugula @rareseeds Ours turning out to be alive as well!!!! https://t.co/Pvq0G5R7FP,Sun May 26 12:33:39 +0000 2019,Columbus,OH
9743,@ManLikeTams 😂,Sun May 26 12:33:40 +0000 2019,Arbutus,MD
9744,Here are the pros and cons of using LED panels for portraits https://t.co/8VJNvPYRR2,Sun May 26 12:33:40 +0000 2019,Philadelphia,PA
9745,Today is 30yrs since you left this world. Not a day goes by that I don't think about you and miss you. I celebrate… https://t.co/1V5nVG7REP,Sun May 26 12:33:40 +0000 2019,Worcester,MA
9746,"¡Felíz Día de las Madres en la República Dominicana! En especial para la mía, thank you mother por todo.… https://t.co/uPGVWYhd8P",Sun May 26 12:33:40 +0000 2019,Manhattan,NY
9747,@bassplayer21121 @AlPoppie25 @vivien2112 @ChettEyeKnight @RushFamTourneys @EStageleft @MusicMan1730… https://t.co/K8mQC5G1Gg,Sun May 26 12:33:41 +0000 2019,Methuen Town,MA
9748,This is my theme song I think.,Sun May 26 12:33:41 +0000 2019,Willowick,OH
9749,@CoryFroomkin So sad for the NewsCenter viewers! @CoryFroomkin always makes me smile...every single day - Twitter o… https://t.co/slbpUHjc3G,Sun May 26 12:33:41 +0000 2019,Westbrook,ME
9750,😂😂,Sun May 26 12:33:41 +0000 2019,Nashville,TN
9751,Holy goddess https://t.co/4C1xckhzvn,Sun May 26 12:33:41 +0000 2019,Hilton Head Island,SC
9752,@MadDom19891 @Markjbkelly @AlexBerenson Based on information found in Alex’s book.  If you had read the book you wo… https://t.co/YVSfe6BMnh,Sun May 26 12:33:42 +0000 2019,Cary,NC
9753,"Sunday #trailcam action 1) fat 🦝 2) younger 🦝 3) opossum 
.
.
.
#backyardwildlife #opossumsofinstagram #trailcams… https://t.co/sb1g9DGQ1m",Sun May 26 12:33:42 +0000 2019,Plymouth,MI
9754,My grandad passed Friday .. I been drunk all weekend trying not to think about it .. but this morning I feel it in my chest 😪,Sun May 26 12:33:42 +0000 2019,Kansas City,MO
9755,Got to be the right woman,Sun May 26 12:33:43 +0000 2019,Houston,TX
9756,"@YENNY0_LEE El mercado es libre solo si yo lo controlo. 

Suena como estafa",Sun May 26 12:33:43 +0000 2019,League City,TX
9757,#TerrificTenCon #CharterMembers #Winners 😎🎙️⚾️ #MonsterMatchUps @IHSAState 3A @ridge_baseball vs @CLSBaseball  4A… https://t.co/sFN5JG6Sug,Sun May 26 12:33:43 +0000 2019,Lake in the Hills,IL
9758,"AMAZON SEARCH: TRANQUILO HEMP OIL 👉GO NOW👉⭐️⭐️⭐️⭐️⭐️
              15000MG
https://t.co/JM3hPAX0lY… https://t.co/Kt4EirYOj7",Sun May 26 12:33:43 +0000 2019,Woodbridge,CT
9759,@KamalaHarris https://t.co/aVkRnL3wUE,Sun May 26 12:33:42 +0000 2019,St Paul,MN
9760,They exist to subvert the democratic process and protect the oligarchs!!,Sun May 26 12:33:43 +0000 2019,Dayton,OH
9761,@BrandonSosnaUC @American_BSB @GoBearcatsBASE See you there!,Sun May 26 12:33:44 +0000 2019,Citrus Park,FL
9762,@thomaslhorrocks https://t.co/0oST7BUFzm,Sun May 26 12:33:44 +0000 2019,Raleigh,NC
9763,A year ago we did this! https://t.co/cSDvxWVP4y,Sun May 26 12:33:43 +0000 2019,Miramar,FL
9764,@XxRuff @desire5000 Fuccin chop,Sun May 26 12:33:44 +0000 2019,Bronx,NY
9765,Stream my new single Money Call 💰☎️ on @creatorsonsc @SoundCloud https://t.co/8W3jEAz1ei,Sun May 26 12:33:44 +0000 2019,Bronx,NY
9766,"So I guess Trump abducts children now. 🤪😳👇

#unhingedleft",Sun May 26 12:33:44 +0000 2019,Delray Beach,FL
9767,"HaPpY SunDaY ☀️#audreyhepburn . .
.
.
.
.
.

#sunday #instafashion #style  #paris #actress #happy #beach #travel… https://t.co/hTuw6O8npW",Sun May 26 12:33:45 +0000 2019,Haines City,FL
9768,Ughhhh,Sun May 26 12:33:45 +0000 2019,Beaver Dam,WI
9769,@ReginaldALawso1 Republican party.,Sun May 26 12:33:45 +0000 2019,Bartlesville,OK
9770,@moekaye1 @MoooPapa @richardgoad56 @Ahimsika @DonBrown54 @LissaLove123 @Kert200 @SKSSKanz @rebrokerjoe… https://t.co/jdKZMXH4fT,Sun May 26 12:33:45 +0000 2019,Kissimmee,FL
9771,😂😂,Sun May 26 12:33:45 +0000 2019,Toledo,OH
9772,@cubansnipz Yeah,Sun May 26 12:33:45 +0000 2019,Arbutus,MD
9773,We would like to give a sincere Thanks to all the well-wishers in our brother Rex James Rush home -coming. https://t.co/KK5Bv4TrPE,Sun May 26 12:33:45 +0000 2019,Chicago,IL
9774,"Me, I’m at that age!",Sun May 26 12:33:46 +0000 2019,Los Angeles,CA
9775,@Tanya_Koryanova @miriam_nv тут советы выдают),Sun May 26 12:33:46 +0000 2019,Brooklyn,NY
9776,"@chiseledadonis Froze that poor soul in place.
Turned her to stone like Madusa.
Or just threw that young ladies bac… https://t.co/T42v0n5np5",Sun May 26 12:33:46 +0000 2019,Anderson,IN
9777,"@dmac1043 The trick with that airline is to fly first flight of day out of Denver and, on the return, fly only the… https://t.co/7QXJ7zQboI",Sun May 26 12:33:46 +0000 2019,Washington,DC
9778,My Best Friend slayssss😍😍😭,Sun May 26 12:33:46 +0000 2019,Minillas,SA
9779,"“Charm is deceitful and beauty is vain, But a woman who fears the LORD, she shall be praised.”
~PROVERBS 31:30 NASB… https://t.co/kIwplRgA7t",Sun May 26 12:33:46 +0000 2019,Chicago,IL
9780,I expected them to move how I would if I was in they shoes🤭,Sun May 26 12:33:47 +0000 2019,Columbus,OH
9781,@nathenmikeuxl @BiggaBoss_Biggz Bookmark it . And remember to come back next year when Greek performs at an higher… https://t.co/ek2RrcBU0I,Sun May 26 12:33:47 +0000 2019,Kettering,OH
9782,"I think what fans are so mad about in regards to the #WWE is that they realize with how deep the roster is, they ha… https://t.co/idw9Ypx7pt",Sun May 26 12:33:48 +0000 2019,Rocky Point,NY
9783,The face of an angel 💖🦋🌈🌴🥰 HOW IS SHE SO PERFECT. IM DEAD. https://t.co/UXebNn0Zd0,Sun May 26 12:33:48 +0000 2019,New Bedford,MA
9784,My first Reggaeton concert at House of Blues 🤩 Brytiago y Darell https://t.co/ExbIE3OYdV,Sun May 26 12:33:48 +0000 2019,Houston,TX
9785,Little buddy makin a “bust a nut” face,Sun May 26 12:33:48 +0000 2019,Brooklyn,NY
9786,@emilyjoo_ Hello yes what can I do for you,Sun May 26 12:33:49 +0000 2019,Taneytown,MD
9787,"This Saturday! Be ready to come out and support! @ Solon, Ohio https://t.co/a8bvCbkvnn",Sun May 26 12:33:50 +0000 2019,Solon,OH
9788,https://t.co/u64EQz2E2B,Sun May 26 12:33:49 +0000 2019,Kerrville,TX
9789,@IDJ471971 Just mute her and let her go on by herself 😂😂,Sun May 26 12:33:50 +0000 2019,Bakersfield,CA
9790,Updated: Collision on SB I-205 near 10th Street Overpass at mp 28. 1 mile traffic backup is reported.,Sun May 26 12:33:50 +0000 2019,Vancouver,WA
9791,"When I was crossing the border back into the US from Canada, the officer asked where I was coming from and where I… https://t.co/y2VeUi0pCY",Sun May 26 12:33:50 +0000 2019,Virginia Beach,VA
9792,@ashley_alexxx I fucking love you. My idol!!!,Sun May 26 12:33:50 +0000 2019,Mayfield Heights,OH
9793,@chrisvIQtory 📝,Sun May 26 12:33:50 +0000 2019,Durham,NC
9794,Caimito https://t.co/CGfKJPLLe9,Sun May 26 12:33:50 +0000 2019,Levittown,SA
9795,I’ll be praying!,Sun May 26 12:33:51 +0000 2019,Highland,IL
9796,@bsebti @hamada68540582 @YasserEljuboori @sadiqbahlool @Ezaraezara20001 @SalahAlarbawi @last_knights_iq… https://t.co/sFgyhhjkcp,Sun May 26 12:33:51 +0000 2019,Arlington,VA
9797,Well said,Sun May 26 12:33:51 +0000 2019,Weymouth,MA
9798,"@amandadeibert Family relative was well known midwife Georgia “Magerou” Mageras, in the Magna and Salt Lake area… https://t.co/EgV7G9af5L",Sun May 26 12:33:51 +0000 2019,North Salt Lake,UT
9799,"#IfADemocratWasPresident and sdied with an autocratic, foreign dictator who attacked the United States over our own… https://t.co/mK8mHmkHJv",Sun May 26 12:33:51 +0000 2019,Brooklyn,NY
9800,"@almostablaze Cool Jam Brian, Enjoy #MemorialDayWeekend #middaybluesbreak 😎",Sun May 26 12:33:52 +0000 2019,Chico,CA
9801,Looks like a midnight yell down there @BarstoolTexasAM @MangledCampus,Sun May 26 12:33:52 +0000 2019,Lubbock,TX
9802,He need the needle as soon as he get convicted im talkin fastest death sentence ever,Sun May 26 12:33:52 +0000 2019,Washington,DC
9803,Bro I thought oomf was lying about this I’m cryinggggg,Sun May 26 12:33:52 +0000 2019,Columbus,OH
9804,@Avshley @Kaitttmonsterrr,Sun May 26 12:33:52 +0000 2019,Titusville,FL
9805,No Sunday truce,Sun May 26 12:33:52 +0000 2019,Boston,MA
9806,"@SenFeinstein Don't you mean ""xenophobic policies begun under Trump's predecessor's reign""?",Sun May 26 12:33:52 +0000 2019,Niagara Falls,NY
9807,"10 steady, relatively easy-paced miles this morning, finishing up with negative splits and one of the best, smoothe… https://t.co/LJNgKtjxvl",Sun May 26 12:33:52 +0000 2019,Hollywood,FL
9808,@passportexplor Thank you! 😁,Sun May 26 12:33:52 +0000 2019,Potomac,MD
9809,@jodiebentonxx you going to fest this year?,Sun May 26 12:33:53 +0000 2019,Woodhaven,MI
9810,omg yayyyyy 😭💕,Sun May 26 12:33:53 +0000 2019,El Cajon,CA
9811,The devils in a rush,Sun May 26 12:33:54 +0000 2019,Spurgeon,TN
9812,@vkk__ Knew u were going to reply for some reason..,Sun May 26 12:33:54 +0000 2019,Newport Beach,CA
9813,"PLEASE LIKE &amp; RE-TWEET
""Oops: Robber Brings Hatchet to Gunfight""
https://t.co/uJkM6UUyBA https://t.co/2PJfImL1v9",Sun May 26 12:33:53 +0000 2019,Castle Rock,CO
9814,"この広告。キレイ。

＃NEWYORKSHIZUFUMITRIP https://t.co/Zmfy6d4nIF",Sun May 26 12:33:54 +0000 2019,Jersey City,NJ
9815,"I really thought they did that shit to me only, turns out they suck in general and I live in Miami smh 🤦🏽‍♂️… https://t.co/2APOkWMpdn",Sun May 26 12:33:54 +0000 2019,Davie,FL
9816,Lol I think a lot of people would be surprised to learn that this tweet is the most controversial thing going in th… https://t.co/Z3AOnrb3IV,Sun May 26 12:33:54 +0000 2019,Woodstock,IL
9817,"if i let you next to me, you’re lucky💯",Sun May 26 12:33:55 +0000 2019,Ladson,SC
9818,@irolands Yep. Every single time.,Sun May 26 12:33:55 +0000 2019,Spartanburg,SC
9819,8 mountain bike (MTB) photos. @ridecannondale @FactoryRacing dualsuspension @clevemetroparks @garmin garminfitness… https://t.co/GDc8ExbAPB,Sun May 26 12:33:55 +0000 2019,Lakewood,OH
9820,@_allnmyhead Same to you love,Sun May 26 12:33:55 +0000 2019,Baltimore,MD
9821,Toronto did Derozan dirty idc lol,Sun May 26 12:33:56 +0000 2019,Daytona Beach,FL
9822,#smashpark #desmoines #catchdsm #friends #westdesmoines #smashpark #music @ Smash Park https://t.co/31jePXt1JW,Sun May 26 12:33:56 +0000 2019,West Des Moines,IA
9823,"If you're looking for work in New York, NY, check out this job: https://t.co/tK6rsUHE9K #RealEstate #NYNY",Sun May 26 12:33:57 +0000 2019,Brooklyn,NY
9824,When y’all are already running late and shawty is in the mirror nitpicking at her outfit,Sun May 26 12:33:57 +0000 2019,Shaker Heights,OH
9825,@feelingfunky4 God forbid,Sun May 26 12:33:57 +0000 2019,Arbutus,MD
9826,@TeshawnEdmonds @Juanit06190 @LisetteBrodey @coffee4binky @Bowrie @Meghasood16 @christineyhsd @AJPINGRAM… https://t.co/9M9T2VfIl3,Sun May 26 12:33:57 +0000 2019,Roswell,NM
9827,This happened to me ... they did not send a renewal notice because I owed 24 dollars I didn’t KNOW I OWED ... I had… https://t.co/CNG0V7guk8,Sun May 26 12:33:57 +0000 2019,North Providence,RI
